id_transacao,vendas_diarias,itens_vendidos,tempo_atendimento,avaliacao_cliente,custo_operacional,data
968,3296.92,3,52.1,4.9,1891.74,2027-08-26
969,2562.51,5,31.4,4.7,709.19,2027-08-27
970,1921.45,4,18.5,4.8,960.98,2027-08-28
971,4261.96,3,11.7,2.3,2572.89,2027-08-29
972,4152.09,4,3.5,2.6,1900.44,2027-08-30
973,3266.93,2,24.5,4.9,1543.55,2027-08-31
974,2648.22,6,3.2,3.8,1628.46,2027-09-01
975,4022.13,7,16.1,3.0,1906.1,2027-09-02
976,3470.65,3,25.0,4.3,1442.24,2027-09-03
977,3474.48,5,9.2,4.6,1523.5,2027-09-04
978,3437.68,4,16.2,4.2,1499.24,2027-09-05
979,1646.03,6,15.7,4.3,632.82,2027-09-06
980,3326.6,6,2.1,2.4,2172.07,2027-09-07
981,4022.76,2,11.0,2.6,2124.07,2027-09-08
982,2022.3,2,1.0,4.5,841.22,2027-09-09
983,2197.98,5,7.1,3.1,1044.07,2027-09-10
984,1874.67,2,1.8,5.0,907.72,2027-09-11
985,1369.5,7,5.4,2.3,593.83,2027-09-12
986,2010.44,4,17.9,2.6,938.17,2027-09-13
987,2272.49,5,43.6,4.0,393.29,2027-09-14
988,3403.99,7,3.8,5.0,1152.4,2027-09-15
989,2336.8,5,7.6,3.2,862.74,2027-09-16
990,2311.67,7,7.2,3.7,642.69,2027-09-17
991,3516.39,1,30.9,4.5,1045.98,2027-09-18
992,3456.48,3,6.5,4.8,1531.02,2027-09-19
993,3732.32,4,12.0,3.9,2006.42,2027-09-20
994,2627.42,9,25.5,3.4,772.77,2027-09-21
995,1060.9,4,4.7,4.7,576.06,2027-09-22
996,3102.48,5,23.2,3.0,918.91,2027-09-23
997,1469.38,6,24.9,2.7,706.37,2027-09-24
998,2415.26,6,26.7,2.4,1044.5,2027-09-25
999,2852.08,3,3.2,4.3,1122.3,2027-09-26
1000,4004.6,3,5.1,3.4,2649.84,2027-09-27
